code,name,address,website,phone,description,share_list,sector,industry
PPRO,PP Properti Tbk.,"PP Plaza Building - Jln. Letjen TB Simatupang No. 57, Pasar Rebo East Jakarta, Jakarta Timur",https://www.pp-properti.com,62 21 877 92734,"PT Pembangunan Perumahan Properti Tbk operates in the property sector primarily in Indonesia. The company develops, constructs, sells, and operates properties, including lands, residential homes, apartment and residential buildings, condominiums, and nonresidential buildings, such as hotels and inns, exhibition venues, theaters, art buildings, sports venues, personal storage facilities, malls, department stores, shops, shop houses, and others; and provides real estate agency and brokerage services. It also offers accommodation, and food and beverage services; and hotel and property management services. In addition, the company provides architecture consulting services, such as building design and drafting architecture, urban planning and landscape architecture, and renovation services for historic buildings, including building or building inspection architecture services. Further, it engages in retail trading of various types of goods, primarily food/beverage ingredients, beverages, or tobacco; provides tour packages packaged by travel agents; makes air, sea, and land transportation ticket reservations; offers restaurants and tickets for cultural arts performances, as well as visits to tourist objects and attractions; and arranges travel documents in the form of passports and visas or other related documents. Additionally, the company offers freight forwarding services, including collection, processing, transportation, and delivery, for domestic and international customers; and general interior cleaning, maintenance, waste disposal, safeguarding and security, mail delivery, reception, laundry, and related services to support operations in client facilities. The company was founded in 2013 and is based in East Jakarta, Indonesia. PT Pembangunan Perumahan Properti Tbk is a subsidiary of PT Pembangunan Perumahan (Persero) Tbk.",61675671883,Real Estate,Real Estate—Development
PRAS,Prima Alloy Steel Universal Tbk.,"Jalan Muncul No. 1 - Kecamatan Gedangan, Sidoarjo",https://www.panther-wheels.net,62 31 853 7088,"PT. Prima Alloy Steel Universal Tbk. engages in the manufacture and sale of aluminum alloy wheels in India. It primarily exports its products to Germany, Scandinavia, Japan, Australia, and the United States. The company was founded in 1984 and is based in Sidoarjo, Indonesia. PT. Prima Alloy Steel Universal Tbk. is a subsidiary of PT. Enmaru International.",701043478,Consumer Cyclical,Auto Parts
PRDA,Prodia Widyahusada Tbk.,"Prodia Tower - Jl. Kramat Raya No. 150, Jakarta Pusat",https://www.prodia.co.id,62 21 314 4182,"PT Prodia Widyahusada Tbk provides private clinical laboratory services. The company offers laboratory, panel test, and other diagnostics support services. As of December 31, 2021, it operated 259 outlets comprising 10 Prodia Health Care and specialty clinic outlets, 142 clinical lab and medical labs, 98 point of care outlets, and 9 hospital collaboration labs in 34 provinces throughout Indonesia. The company was founded in 1973 and is headquartered in Jakarta Pusat, Indonesia. PT Prodia Widyahusada Tbk is a subsidiary of PT Prodia Utama.",937500000,Healthcare,Diagnostics & Research
PRIM,Royal Prima Tbk.,"Gedung Grand Slipi Tower - Jalan Letjen S. Parman Kav. 22-24, Jakarta",https://www.royalprima.com,62 21 8881 3182,"PT Royal Prima Tbk provides hospital services in Indonesia. It operates its hospitals under the Royal Prima Medan and Royal Prima Jambi names. The company was founded in 2013 and is headquartered in Jakarta, Indonesia.",3393434905,Healthcare,Medical Care Facilities
PSAB,J Resources Asia Pasifik Tbk.,"Equity Tower - 48th Floor Sudirman Central Business Dist., Lot 9 Jl. Jenderal Sudirman, Kav. 52-53, Jakarta Selatan",https://www.jresources.com,62 21 515 3335,"PT J Resources Asia Pasifik Tbk engages in gold mining business in Indonesia. The company is involved in the mining and sale of gold and silver. It also provides general trading services. The company was formerly known as PT Pelita Sejahtera Abadi and changed its name to PT J Resources Asia Pasifik Tbk in January 2012. PT J Resources Asia Pasifik Tbk was founded in 2002 and is based in Jakarta Selatan, Indonesia.",26460000000,Basic Materials,Gold
PSDN,Prasidha Aneka Niaga Tbk,"Plaza Sentral - 20th Floor Jl. Jend. Sudirman No. 47, Jakarta",https://www.prasidha.co.id,62 21 5790 4488,"PT Prasidha Aneka Niaga Tbk, together with its subsidiaries, engages in the processing and trading of agricultural products in Indonesia. It offers crumb rubber; and produces instant and roasted ground coffee products, and coffee beans. The company is also involved in the coffee plantation. It also exports crumb rubber to the United States, Europe, and Japan. The company was formerly known as PT Aneka Bumi Asih and changed its name to PT Prasidha Aneka Niaga Tbk in 1994. PT Prasidha Aneka Niaga Tbk was founded in 1974 and is headquartered in Jakarta, Indonesia.",1440000000,Consumer Defensive,Packaged Foods
PSGO,Palma Serasih Tbk.,"Permata Kuningan Building - 11th Floor Jalan Kuningan Mulia Kav. 9C, Jakarta Selatan",https://www.palmaserasih.co.id,62 21 2854 6080,"PT Palma Serasih Tbk engages in the palm oil plantation and processing in Indonesia. The company also provides construction and trading services. It also exports its products. The company was founded in 2008 and is headquartered in Jakarta Selatan, Indonesia.",18850000000,Consumer Defensive,Farm Products
PSKT,Red Planet Indonesia Tbk.,"Sona Topas Tower - 15A Floor Jl. Jenderal Sudirman Kav. 26, Jakarta",https://www.redplanetindonesia.com,62 21 2949 8800,"PT Red Planet Indonesia Tbk, together with its subsidiaries, engages in the hospitality business in Indonesia. It owns and operates eight hotels located in Jakarta, Bekasi, Makassar, Palembang, Pekanbaru, Solo, Surabaya, and Bukittinggi. The company was formerly known as PT Pusako Tarinka Tbk and changed its name to PT Red Planet Indonesia Tbk in May 2014. PT Red Planet Indonesia Tbk was founded in 1989 and is headquartered in Jakarta, Indonesia.",10351231636,Consumer Cyclical,Lodging
PSSI,Pelita Samudera Shipping Tbk.,"Menara Astra - 23th Floor Jalan Jenderal Sudirman Kav.5-6, Jakarta",https://www.ptpss.co.id,62 21 3000 6800,"PT Pelita Samudera Shipping Tbk provides integrated logistic and shipping solutions primarily for coal mining companies in Indonesia. It operates through three segments: Time Charter of Tugboats and Barges, Floating Loading Facilities, and Motor Vessels. The company engages in the inter-island coal transportation to various locations of coal-fired power plants and other industries, as well as floating loading facility and floating bulk unloader activities. It also owns 39 tug boats and 39 barges with a range of capacities ranging from 7,500 metric tons to 9,500 metric tons. The company was founded in 2007 and is headquartered in Jakarta, Indonesia.",5417063153,Industrials,Marine Shipping
PTBA,Bukit Asam Tbk.,"Jl. Parigi No. 1 - Muara Enim, Tanjung Enim Selatan",https://www.ptba.co.id,62 73 445 1096,"PT Bukit Asam Tbk, together with its subsidiaries, engages in the coal mining activities in Indonesia. Its coal mining activities include general surveying, exploration, exploitation, processing, refining, transportation, and trading. It manages special coal port facilities; operates steam power plants; and provides consulting services related to the coal mining industry and production. The company also offers briquette processing, mining services, oil palm plantation and processing, and health services, as well as real estate and construction services. It also operates in China, the Philippines, Taiwan, Japan, India, Malaysia, South Korea, Thailand, Vietnam, Hong Kong, and internationally. The company was formerly known as PT Bukit Asam Persero Tbk and changed its name to PT Bukit Asam Tbk in November 2017. PT Bukit Asam Tbk was founded in 1919 and is headquartered in Tanjung Enim Selatan, Indonesia. PT Bukit Asam Tbk is a subsidiary of PT Indonesia Asahan Aluminium (Persero).",11520659250,Energy,Thermal Coal
PTDU,Djasa Ubersakti Tbk.,"Bona Indah Plaza Blok A2/B8 - Jl. Karang Tengah Raya, Jakarta Selatan",https://www.djasaubersakti.co.id,62 21 766 0114,"PT Djasa Ubersakti Tbk engages in the construction business in Indonesia. Its project portfolio includes apartments flats, hotels, shopping centers, factories, schools, and worship places. The company offers design and building, cost estimation, value engineering, construction management, general contracting, and project management services; basic concept, master planning, site research and survey, preliminary design and layout, preliminary estimate, financial consultation, and schedule implementation; and job site management, project schedule management, project cost management, quality control, and environment and safety management services. PT Djasa Ubersakti Tbk was founded in 1971 and is based in Jakarta Selatan, Indonesia.",1500000000,Industrials,Engineering & Construction
PTIS,Indo Straits Tbk.,"Graha Kirana Building - 15th Floor, Suite 1501 Jl. Yos Sudarso Kav.88, Jakarta Utara",https://www.indostraits.co.id,62 21 6531 1285,"PT Indo Straits Tbk, together with its subsidiary, provides integrated marine civil engineering and logistics support services in Indonesia. The company's marine engineering services include dredging, lifting, and reclamation and piling works; construction of ports and jetty, piers, breakwaters, and sea walls; and shore protection, and other related marine works, as well as contracting, marine civil design, and construction services. It also provides marine support logistic services, such as coal barging, coal transshipment, and sea transportation services. In addition, the company is involved in the commodities mining and excavation services, as well as maintenance of coal mining facilities and infrastructure, such as hauling road, stockpiles, and sea transportation. It serves oil and gas, coal mining, and chemical industries, as well as construction and fabrication companies. The company was founded in 1984 and is headquartered in North Jakarta, Indonesia. PT Indo Straits Tbk is a subsidiary of Straits Corporation Pte Ltd.",550165300,Industrials,Marine Shipping
PTPP,PP (Persero) Tbk.,"Plaza PP - Wisma Subiyanto - Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo, Jakarta",https://www.ptpp.co.id,62 21 840 3883,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. The company operates through Construction; Engineering, Procurement, and Construction (EPC); Property and Realty; Precast; Equipment Rent Service; and Energy segments. It develops high-rise buildings, roads and bridges, dams and irrigation projects, ports, airports, and power plants; and develops, constructs, and operates commercial buildings, hotels, apartments, offices, settlements, shopping centers, trade centers, residential properties, and other facilities. The company also provides EPC services focusing on energy, oil and gas, mining, and manufacturing sectors; provides building management, lease, and management consulting services; and manufactures and sells precast concrete. In addition, it engages in the trading, electricity supply, oil and gas exploration and production, telecommunication, water treatment, transportation, toll road concession, agriculture, printing, workshop, animal husbandry, plantation, forestry, and building materials businesses. PT PP (Persero) Tbk was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",6199897354,Industrials,Engineering & Construction
PTPW,Pratama Widya Tbk.,"Widya Griya - Jalan Kepala Buaran PLN No.92 A-D Cikokol, Tangerang",https://www.pratamawidya.com,62 21 5578 2407,"PT Pratama Widya Tbk provides construction services in the areas of geotechnical engineering. The company's services include geotechnical investigation; deep foundations, such as bored pile, piling, injection pile, and loading test; retaining walls, such as soldier and contiguous pile, sheet pile, secant pile, and diaphragm wall works; grouting and soil improvements consisting of jet grouting, deep mixing, and soil cement stabilization works; slope reinforcement comprising soil nailing and shotcrete, ground anchor, and rock bolt works, as well as dewatering services; and engineering procurement construction works. It serves various development sectors, such as buildings, infrastructures, mining sites, factories, oil and gas sectors, dams, powerplants, and others. The company was founded in 1981 and is headquartered in Tangerang, Indonesia.",878187500,Industrials,Engineering & Construction
PTRO,Petrosea Tbk.,"Indy Bintaro Office Park, Building B - Jl. Boulevard Bintaro Jaya Blok B7/A6 Sektor VII CBD Bintaro Jaya, South Tangerang",https://www.petrosea.com,62 21 2977 0999,"PT Petrosea Tbk provides engineering, construction, mining, and other services to the oil and gas, infrastructure, industrial and manufacturing, and utility sectors in Indonesia and internationally. It operates through three segments: Mining, Services, and Engineering and Construction. The Mining segment provides mining contract services, including overburden stripping, drilling, blasting, lifting, hauling, mine, and mine partnering services. The Services segment offers supply base facilities and port services. The Engineering and Construction segment provides a range of engineering, procurement, and construction services, including technical due diligence, feasibility studies, engineering design, project management, procurement and logistics, plant and equipment hire, and operation and commissioning services. This segment also supplies skilled trade personnel. The company was incorporated in 1972 and is headquartered in South Tangerang, Indonesia. PT Petrosea Tbk is a subsidiary of PT Indika Energy Tbk.",1008605000,Basic Materials,Other Industrial Metals & Mining
PTSN,Sat Nusapersada Tbk,"Jl Pelita VI No.99 -, Batam",https://www.satnusa.com,62 778 570 8888,"PT Sat Nusapersada Tbk provides electronic manufacturing services in Indonesia. The company offers metal stamping services for parts and components of electronics and various other industries; management consulting services; and plastic molding and assembling services. It also provides engineering and electronic assemblies for a range of industries, including automotive, communications, transportation, home appliance, and others. In addition, the company engages in software retailing and trading activities. The company also has operations in Singapore, Malaysia, Japan, Taiwan, Hong Kong, France, China, and the United States. PT Sat Nusapersada Tbk was founded in 1990 and is headquartered in Batam, Indonesia.",5314344000,Technology,Electronic Components
PTSP,Pioneerindo Gourmet International Tbk.,"CFC Center Building - Jl. Palmerah Utara No. 100, Jakarta Barat",https://www.cfcindonesia.com,62 21 5366 8999,"PT Pioneerindo Gourmet International Tbk, together with its subsidiaries, operates a chain of restaurants in Indonesia. The company operates restaurants under the California Fried Chicken, Sapo Oriental, and Cal Donat trademarks; and ramen noodle restaurant under the Sugakiya name. As of December 31, 2021, it owned and franchised 301 outlets. The company was formerly known as PT Putra Sejahtera Pioneerindo Tbk and changed its name to PT Pioneerindo Gourmet International Tbk in August 2001. PT Pioneerindo Gourmet International Tbk was founded in 1983 and is headquartered in West Jakarta, Indonesia.",220808000,Consumer Cyclical,Restaurants
PUDP,Pudjiadi Prestige Tbk.,"Hotel Jayakarta - 21st Floor Jl. Hayam Wuruk No. 126, Jakarta",https://www.pudjiadiprestige.co.id,62 21 624 1030,"PT Pudjiadi Prestige Tbk engages in the real estate development activities in Indonesia. It operates through Apartement Rental and Real Estate, and Hotel segments. The company sells apartments, office buildings, houses, and shophouses, as well as other buildings, such as land. It is also involved in the construction activities; and the rental of space/apartments. In addition, the company owns and operates hotels; and provides apartment and building management services. PT Pudjiadi Prestige Tbk was incorporated in 1980 and is based in Jakarta, Indonesia.",329560000,Real Estate,Real Estate Services
PURA,Putra Rajawali Kencana Tbk.,"Jl. Rungkut Industri Raya No 1F - Ruko Section One Blok F7-F11 Kendangsari Tenggilis Mejoyo, Surabaya",https://puratrans.com,62 31 9901 3573,"PT Putra Rajawali Kencana Tbk engages in the transportation sector in Indonesia and internationally. The company offers transportation, warehousing, upstream and internal supply chain logistics, downstream supply chain management, leasing, and wholesale or retail trading services. It operates in the areas of Bali, East Java, Central Java, West Java, Banten, Yogyakarta, Jakarta, South Sumatra, Lampung, West Sumatra, Jambi, and North Sumatra. The company was founded in 2012 and is headquartered in Surabaya, Indonesia.",5972845782,Industrials,Trucking
PURE,Trinitan Metals and Minerals Tbk.,"Kampung Parung Tanjung - RT.002 RW.013 Cicadas, Gunung Putri, Bogor",https://www.trinitanmetals.co.id,62 21 867 8999,"PT Trinitan Metals and Minerals Tbk, together with its subsidiaries, operates as a metal and mineral processing company in Indonesia. It offers pure, antimony, calcium, and tin lead products, as well as lead parts for use in various fields, including battery storage, pigments, solder, wire coatings, radiation shielding materials, and medical devices. The company also provides silver for jewelry making, photosensitizers, electric contacts, electro plated products, conductive electronic products, and others; and antimony bullions and metals, and antimony alloys for use in fire resistant materials, paints, ceramics, electronics and rubber, anti-scratch mixtures, polystyrene, PVC, engineering plastics, rubber, paint, coatings, synthetic resins, and fibers. It also exports its products in Japan, India, China, Malaysia, Thailand, Vietnam, and Fiji Island. The company was founded in 2009 and is based in Bogor, Indonesia. PT Trinitan Metals and Minerals Tbk is a subsidiary of PT Trinitan Resourcetama Indonesia.",1375181505,Basic Materials,Other Industrial Metals & Mining
PURI,Puri Global Sukses Tbk.,"Blok D No.12A - Komplek Ruko Mahkota Raya Batam Centre, Batam",https://www.puriglobalsukses.com,62 81 267 802221,"PT Puri Global Sukses Tbk operates as a property developer in Indonesia. The company operates through Houses, Shophouses, and Others segments. It develops residential and commercial units. The company was founded in 2015 and is headquartered in Batam, Indonesia.",1000000000,Real Estate,Real Estate—Development
PWON,Pakuwon Jati Tbk.,"Pakuwon City Mall, East Coast Center - 5th Floor, Pakuwon Town Square Jl. Kejawan Putih Mutiara No. 17 Pakuwon City, Surabaya",https://www.pakuwonjati.com,62 31 5820 8788,"PT Pakuwon Jati Tbk operates as a real estate developer primarily in Jakarta and Surabaya, Indonesia. It operates through Office, Shopping Center Business, and Service Apartment; Real Estate; and Hospitality segments. The company is involved in the land acquisition, property development, marketing, and operational management activities. Its property portfolio comprises retail, residential, commercial, and hospitality developments, as well as mixed-use developments of retail shopping malls, offices, condominiums, and hotels. The company was founded in 1982 and is based in Surabaya, Indonesia. PT Pakuwon Jati Tbk is a subsidiary of PT. Pakuwon Arthaniaga.",48159602400,Real Estate,Real Estate—Diversified
PYFA,Pyridam Farma Tbk,"Sinarmas MSIG Tower - 12th Floor Jl. Jend. Sudirman No.Kav. 21 RT.10/RW.01,Kuningan, Karet, Kecamatan S, Jakarta",https://www.pyfa.co.id,62 21 5099 1067,"PT Pyridam Farma Tbk develops, produces, and sells pharmaceuticals, antibiotics, vitamins, supplements, and traditional herbal care products in Indonesia. The company operates in two segments, Pharmaceutical Products and Toll Manufacturing Services; and Medical Device Products. It offers medical instruments and equipment, including clinical waste, collection swab, collection tube, innerbox DCA, KF94 mask, parafilm, PCR  extraction kit and extractor machine, speciment bag, sterile container, and tube stopper. The company also provides skin care products comprising Arosa gel, A-Stark Gel, Hymen gel, Pyderen Emulsion, Tonic Bust Emulsion, Calmosan Cream, and Di-Herb gel; products in the areas of alimentary t. and metabolism, blood and blood forming organs, cardiovascular system, dermatologicals, G.U. system and sex hormones, systemic corticosteroids, systemic antibacterial, sensory organs, as well as musculo-skeletal, nervous, and respiratory systems; and supplements and other preventive consumer health products with energy drinks and healthy ready-to-drink products. In addition, it engages in the research and development on biotechnology, life, and medical science. The company was founded in 1976 and is headquartered in Jakarta, Indonesia.",535080000,Healthcare,Drug Manufacturer - Specialty & Generic
PZZA,Sarimelati Kencana Tbk.,"Graha Mustika Ratu - Lantai 8 Jl. Jenderal Gatot Subroto Kav 74-75 Menteng Dalam, Tebet, Jakarta Selatan",https://www.sarimelatikencana.co.id,62 21 830 6789,"PT Sarimelati Kencana Tbk. operates Pizza Hut restaurants. The company operates restaurants under a franchise agreement with Yum! Asia Franchise Pte. Ltd. As of December 31, 2021, it operated 540 outlets in Jakarta and other cities in Indonesia. The company was founded in 1987 and is headquartered in Jakarta Selatan, Indonesia. PT Sarimelati Kencana Tbk. is a subsidiary of PT Sriboga Raturaya.",3021875000,Consumer Cyclical,Restaurants
RAFI,Sari Kreasi Boga Tbk.,NULL,NULL,NULL,NULL,3128090000,NULL,NULL
RAJA,Rukun Raharja Tbk.,"Office Park Thamrin Residences - Blok A. No. 01-05 Jalan Thamrin Boulevard Kebon. Melati, Tanah Abang, Jakarta Pusat",https://www.raja.co.id,62 21 2929 1053,"PT Rukun Raharja Tbk, together with its subsidiaries, operates as an integrated energy provider in Indonesia. It is involved in the distribution and storage of natural gas and fuel; maintenance and operations of clean water, gas infrastructure, and compression, as well as management of LPG terminal facilities. The company also offers supporting services for oil and natural gas mining; consultations on energy and mining; port services; containers loading-unloading services; leasing and management of building; supporting utilities of property companies; and planning and construction supervision services. In addition, it is involved fuel and gas transmission pipeline capacity trading. The company was founded in 1993 and is headquartered in Jakarta Pusat, Indonesia.",4227082500,Utilities,Utilitie - Regulated Gas
RALS,Ramayana Lestari Sentosa Tbk.,"Jln. KH. Wahid Hasyim No. 220 A-B - Tanah Abang Central Jakarta, Jakarta",https://www.ramayana.co.id,62 21 392 0480,"PT Ramayana Lestari Sentosa Tbk operates a chain of department stores in Indonesia. It sells clothes, accessories, bags, shoes, cosmetics, household appliances, stationery, toys, and daily needs, as well as food products through the company's stores and supermarkets. The company also offers products online through ramayana.co.id. As of December 31, 2021, it operated 104 stores. The company was founded in 1978 and is headquartered in Jakarta, Indonesia. PT Ramayana Lestari Sentosa Tbk is a subsidiary of PT Ramayana Makmursentosa.",7096000000,Consumer Cyclical,Department Stores
RANC,Supra Boga Lestari Tbk.,"Jalan Pesanggrahan Raya No. 2 - Kembangan Selatan, Jakarta Barat",https://www.ranchmarket.co.id,62 21 5835 1999,"PT Supra Boga Lestari Tbk operates supermarkets in Indonesia. Its supermarkets offer meat, poultry, seafood, fruits, and vegetables, as well as other specialty products comprising of organic, gluten free, vegan, and superfoods. The company operates its supermarket under the 99 Ranch Market and Farmers Market names. It operates 48 stores consisting of 16 Ranch Markets, 29 Farmers Markets, 1 The Gourmet by Ranch Market, and 2 Day2Day by Farmers Market located in various cities in Jakarta, Jabodetabek, Surabaya, Malang, Balikpapan, Samarinda, Pekanbaru, Ambon, Dumai, and Palembang. The company was founded in 1997 and is based in Jakarta Barat, Indonesia.",1564487500,Consumer Defensive,Grocery Stores
RBMS,Ristia Bintang Mahkotasejati Tbk.,"Gedung Ribens Autocars - lantai III Jl. RS Fatmawati No. 188, Jakarta",https://www.ristiagroup.com,62 21 751 1441,"PT Ristia Bintang Mahkotasejati Tbk, together with its subsidiaries, develops housing projects in Indonesia. The company sells residential properties and land plots. It develops housing projects under the name of Bintang Metropol in Bekasi, Mahkota Simprug in Tangerang, and Saung Riung in Karawang, as well as operates a hotel under the Hotel Le Meridien name in Jimbaran, Bali. The company was founded in 1985 and is headquartered in Jakarta, Indonesia.",2656212826,Real Estate,Real Estate—Development
RCCC,Utama Radar Cahaya Tbk.,NULL,NULL,NULL,NULL,750000000,NULL,NULL
RDTX,Roda Vivatex Tbk,"Standard Chartered Tower - 32nd Floor Jl. Prof. Dr. Satrio No. 164, Jakarta Selatan",https://www.rodavivatex.co.id,62 21 2553 2121,"PT Roda Vivatex Tbk, through its subsidiaries, engages in the rental of office spaces in Indonesia. The company was incorporated in 1980 and is headquartered in Jakarta Selatan, Indonesia.",268800000,Real Estate,Real Estate Services
REAL,Repower Asia Indonesia Tbk.,"Graha Repower Asia building - Jalan Warung Buncit Raya No. 65, South Jakarta",https://repowerasiaindonesia.com,62 21 2503 3198,"PT Repower Asia Indonesia Tbk engages in the real estate property business in Indonesia. The company purchases, sells, leases, and operates real estate properties, such as apartment buildings, residential buildings, exhibition grounds, personal storage facilities, malls, shopping centers, and others. The company was founded in 2011 and is headquartered in South Jakarta, Indonesia.",6633610151,Real Estate,Real Estate—Development
RELI,Reliance Sekuritas Indonesia Tbk.,"Soho Westpoint - Jalan Macan Kav.4-5 Kedoya Utara Kedoya City, Jakarta Barat",https://www.reliancesekuritas.com,62 21 2952 0558,"PT Reliance Sekuritas Indonesia Tbk provides securities brokerage and underwriting services in Indonesia. The company was founded in 1993 and is headquartered in Jakarta Barat, Indonesia. PT Reliance Sekuritas Indonesia Tbk is a subsidiary of PT Reliance Capital Management.",1800000000,Financial Services,Capital Markets
RICY,Ricky Putra Globalindo Tbk,"Jl. Industri No.54 - Tarikolot – Citeureup, Bogor",https://www.rpg.co.id,62 21 875 1052,"PT Ricky Putra Globalindo Tbk engages in the manufacturing and trading of underwear and fashion wear in Indonesia, rest of Asia, Europe, Africa, the Middle East, Australia, and the Americas. It operates through Manufacturing of Underwear and Fashion Wear, Trading, and Spinning Manufacturing segments. The company offers men's underwear under the Ricky, GT Man, GT Ladies, Ricsony, GT Man Kid, GT Kid, and GTman Sport brands. It also provides outfits for children, as well as adolescent and adult women and men under international licenses and own brands, such as Barbie. In addition, the company offers nightgowns, women's underwear, t-shirts, and polo shirts for children, as well as adolescent and adult women and men. Further, it provides knitting yarn comprising cotton knitting yarn and TC knitting yarns with various sizes; and knit fabrics products under the flag of PT Ricky Tekstil Indonesia. Additionally, the company engages in the export of apparel; and restaurant business. The company was formerly known as PT Ricky Putra Garmindo and changed its name to PT Ricky Putra Globalindo Tbk in June 1996. PT Ricky Putra Globalindo Tbk was incorporated in 1987 and is headquartered in Bogor, Indonesia.",641717510,Consumer Cyclical,Apparel Manufacturing
RIGS,Rig Tenders Indonesia Tbk.,"Gedung Tetra Pak Lantai 1 - Suite 104 Jalan Buncit Raya Kav 100 Pejaten Barat, Pasar Minggu, Jakarta",https://rigtenders.co.id,62 21 2966 8488,"PT Rig Tenders Indonesia Tbk provides marine logistics services for the oil and coal industry in Indonesia. It operates in two segments, Mining Commodities and Offshore. The Mining Commodities segment charters tugboats and barges to coal mining companies for the transportation of coal and other bulk aggregates. The Offshore segment charters supply vessels and accommodation work barges to upstream oil and gas companies for supporting their offshore operations. The company also offers catering, ship and crew management, and bunker services. As of June 30, 2021, it owned 36 tug boats, 7 self-discharging barges, and 20 barges. The company was incorporated in 1974 and is headquartered in Jakarta, Indonesia. PT Rig Tenders Indonesia Tbk is a subsidiary of Scomi Marine Services Pte Ltd. As of November 16, 2021, PT Rig Tenders Indonesia Tbk operates as a subsidiary of PT Surya Indah Muara Pantai.",609130000,Industrials,Marine Shipping
RIMO,Rimo International Lestari Tbk,NULL,NULL,NULL,NULL,45080600000,NULL,NULL
RISE,Jaya Sukses Makmur Sentosa Tbk.,"Jl. Raya A. Yani No. 41-43 - Komplek Central Square Blok C-3 Gedangan, Sidoarjo",https://v2.tanrise.com,62 31 297 10900,"PT Jaya Sukses Makmur Sentosa Tbk, together with its subsidiaries, operates as a property developer in Indonesia. It operates through Real Estate, Hotels, and Offices segments. The company develops residential properties, apartment buildings, condotels, and offices, as well as shopping centers, hotels, and warehouses and shophouses. It also provides management consulting services. The company was founded in 2003 and is headquartered in Sidoarjo, Indonesia. PT Jaya Sukses Makmur Sentosa Tbk is a subsidiary of PT Tancorp Global Sentosa.",10945000000,Real Estate,Real Estate—Development
RMBA,Bentoel Internasional Investama Tbk.,NULL,NULL,NULL,NULL,36401136250,NULL,NULL
RMKE,RMK Energy Tbk.,"Wisma RMK,2nd Floor - Jln Puri Kencana Blok M4 No.1 Kembangan Jakarta Barat, Jakarta",https://www.rmkenergy.com,62 21 582 2555,"PT RMK Energy Tbk, together with its subsidiaries, engages in trading, loading and unloading, and crushing coal in Indonesia. The company operates through Coal Sales and Services segments. It is also involved in the stock piling and port management activities. The company was founded in 2009 and is headquartered in Jakarta, Indonesia. PT RMK Energy Tbk is a subsidiary of Pt Rmk Investama.",4375000000,Energy,Thermal Coal
ROCK,Rockfields Properti Indonesia Tbk.,"No.2 Noble House - Floor 35 Jl. Dr. Ide Anak Agung Gede Agung Kav. E, Jakarta",https://www.rockfields.co.id,62 21 2978 3000,"PT Rockfields Properti Indonesia Tbk. develops real estate properties. It designs, develops, markets, and manages commercial and residential real estate projects. The company was founded in 2013 and is based in Jakarta, Indonesia.",1435185100,Real Estate,Real Estate—Development
RODA,Pikko Land Development Tbk.,"Sahid Sudirman Residence - 3rd Floor Jl. Jendral Sudirman No. 86, Jakarta",https://www.pikkoland.com,62 21 5297 0288,"PT Pikko Land Development Tbk develops and sells real estate properties in Indonesia. It also invests in shares of stocks, and various property assets, such as land and apartment units. The company was formerly known as PT Royal Oak Development Asia Tbk and changed its name to PT Pikko Land Development Tbk in October 2012. PT Pikko Land Development Tbk was founded in 1984 and is headquartered in Jakarta, Indonesia.",13592128209,Real Estate,Real Estate—Development
RONY,Aesler Grup Internasional Tbk.,NULL,NULL,NULL,NULL,1250000000,NULL,NULL
ROTI,Nippon Indosari Corpindo Tbk.,"Kawasan Industri MM2100 - Jl. Selayar Blok A9 Desa Mekarwangi Cikarang Barat, Bekasi",https://www.sariroti.com,62 21 8998 3876,"PT Nippon Indosari Corpindo Tbk manufactures, sells, and distributes breads in Indonesia and the Philippines. The company offers white bread, sweet/filled breads, and cakes under the Sari Roti brand. It sells its products to distributors and agents, as well as online. The company was formerly known as PT Nippon Indosari Corporation and changed its name to PT Nippon Indosari Corpindo Tbk in 2003. PT Nippon Indosari Corpindo Tbk was incorporated in 1995 and is headquartered in Bekasi, Indonesia.",6186488888,Consumer Defensive,Packaged Foods
RSGK,Kedoya Adyaraya Tbk.,"Jalan Panjang Arteri No.26 - RT.15/RW.7 Kedoya Utara Kec. Kebon Jeruk, Jakarta Barat",https://www.grhahospitals.com,62 21 2991 0999,"PT Kedoya Adyaraya Tbk owns and operates hospitals in Indonesia. The company provides healthcare services in various specialties, such as general surgery, orthopedic surgery, urology, cardiothoracic surgery, plastic surgery, neurosurgery, internist, nephrologist, endocrinologist & metabolic, obstetrics and gynecology specialist, cardiology, neurology, pulmonology, ophthalmologist, hyperbaric, pediatrician, acupuncture, medical rehabilitation, speech therapy, oral and maxillofacial, prosthodontics, dentists, psychiatrists, psychologists, nutritionists, and skin and venereal specialists, as well as medical services. As of December 31, 2021, it operated 2 hospitals with a total of 200 beds. The company was founded in 1990 and is headquartered in Jakarta Barat, Indonesia. PT Kedoya Adyaraya Tbk is a subsidiary of PT Sarana Meditama Metropolitan Tbk.",929675000,Healthcare,Medical Care Facilities
