symbol,shortName,longName,sector,fullTimeEmployees,industry,longBusinessSummary,city,address1,address2,website,phone,fax
BPTR.JK,Batavia Prosperindo Trans Tbk.,PT Batavia Prosperindo Trans Tbk,Industrials,141.0,Rental & Leasing Services,"PT Batavia Prosperindo Trans Tbk operates as a transportation services company in Indonesia. It offers long-term and short-term vehicle rental and fleet management services. The company was founded in 2014 and is based in Central Jakarta, Indonesia. PT Batavia Prosperindo Trans Tbk is a subsidiary of PT Batavia Prosperindo Makmur.",Jakarta Pusat,Chase Plaza,12th Floor Jalan Jenderal Sudirman Kav. 21,https://www.bataviarent.com,62 21 520 0434,62 21 570 6413
BKDP.JK,Bukit Darmo Property Tbk,PT Bukit Darmo Property Tbk,Real Estate,112.0,Real Estate Services,"PT Bukit Darmo Property Tbk engages in the construction, development, trade, and investment activities in Indonesia. It operates through Real Estate, Shopping Mall, Construction, and Marketing Services segments. The company constructs and develops apartments, offices, shops, recreational parks, tourism destinations, and related facilities; and establishes and runs service bureaus for various activities, such as promotion, management, marketing, land selling, and purchase of buildings, apartments, offices, shops, recreational parks, restaurants, and tourism destinations. It also designs, constructs, and maintains housing properties, hotels, apartments, offices, shops, and recreational parks, as well as tourism destinations, including restaurants, golf courses, and associated facilities. The company was formerly known as PT Adhibaladika and changed its name to PT Bukit Darmo Property Tbk in April 2007. The company was founded in 1989 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,Jalan Tanah Abang III No.6,"RT.1/RW.8, Petojo Selatan Kecamatan Gambir Kota",https://www.bukitdarmoproperty.com,62 21 351 7007,62 21 351 7008
SKBM.JK,Sekar Bumi Tbk.,PT Sekar Bumi Tbk,Consumer Defensive,1002.0,Packaged Foods,"PT Sekar Bumi Tbk processes, produces, trades in, and distributes frozen food products in Indonesia. The company offers block packing, raw, and cooked shrimp, as well as cooked and peeled prawns; beef balls, sea food, fish balls, fish shiumai, hakau, kekian, martabak, mini wonton, nuggets, puffs, samosa, sausage, shiumai, shrimp balls, shrimp shiumai, spring rolls, and squid balls; and cheese and vegetable fish cake, brosur bumifood, dumpling ayam and udang, fish tofu, fish cake laksa recipe, scallop, shrimp and fish dumpling, and shumai. It also processes cashew nuts and other nut products; and bread crumbs and breaded shrimps. In addition, the company is involved in the agriculture, fisheries, aquaculture, trading, transportation, construction, services, printing, and workshop businesses. PT Sekar Bumi Tbk sells its products under the FINNA, SKB, Bumifood, and Mitraku brands. The company also exports its products to the United States, Europe, Japan, and other Asian countries. PT Sekar Bumi Tbk was founded in 1968 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Plaza Asia,21st Floor Jl. Jend. Sudirman Kav. 59,https://www.sekarbumi.com,62 21 5140 1122,62 21 5140 1212
BAJA.JK,Saranacentral Bajatama Tbk.,PT Saranacentral Bajatama Tbk,Basic Materials,147.0,Steel,"PT Saranacentral Bajatama Tbk engages in manufacturing and trading of steel products in Indonesia. The company operates through four segments: Galvanized, Saranalume, Colouring, and Non Production. It offers galvanized coated steel, aluminum zinc-coated steel, and painted zinc-coated steel products. The company markets its products under the SARAN brand. Its products are used in various applications, including building and construction; electrical and machinery; motor vehicles; office and equipment; and others, as well as residential, industrial, and commercial roofing and cladding; and curve roofing. The company was founded in 1993 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,Gedung Baja,"9th Floor Tower B, Lantai 6 Jl. Pangeran Jayakarta No. 55",https://www.saranacentral.com,62 21 628 8647,62 21 601 1933
TARA.JK,Agung Semesta Sejahtera Tbk.,PT Sitara Propertindo Tbk,Real Estate,3.0,Real Estate—Diversified,"PT Agung Semesta Sejahtera Tbk primarily engages in the development of real estate properties in Indonesia. It develops apartment, residential, housing area, shophouse, and modern market projects. The company was formerly known as PT Sitara Propertindo Tbk and changed its name to PT Agung Semesta Sejahtera Tbk in August 2020. PT Agung Semesta Sejahtera Tbk was founded in 2006 and is headquartered in West Jakarta, Indonesia.",West Jakarta,Wisma 77 Lt. 19,Jl. Lt. Gen. S. Parman Kav. 77 Ex. Slipi Kec. Palmerah,https://www.agungsemestasejahtera.com,62 21 5367 3076,
ARGO.JK,Argo Pantes Tbk,PT Argo Pantes Tbk,Consumer Cyclical,3.0,Textile Manufacturing,"PT Argo Pantes Tbk produces and sells various textile products primarily in Indonesia. The company is involved in the warehouse and office rental activities. PT Argo Pantes Tbk was incorporated in 1977 and is headquartered in South Jakarta, Indonesia.",Jakarta Selatan,Wisma Argo Manunggal,2nd Floor Jalan Jend. Gatot Subroto Kav. 22,https://www.argopantes.com,62 21 252 0065,62 21 252 0108
PADI.JK,Minna Padi Investama Sekuritas ,PT Minna Padi Investama Sekuritas Tbk,Financial Services,46.0,Asset Management,"PT Minna Padi Investama Sekuritas Tbk engages in the securities brokerage and underwriting activities in Indonesia. It provides brokerage services for equity and fixed income securities in primary and secondary market; underwriting services for initial public offerings, right issues, and bonds; and financial advisory services. The company was formerly known as PT Minna Padi Investama Tbk and changed its name to PT Minna Padi Investama Sekuritas Tbk in March 2017. PT Minna Padi Investama Sekuritas Tbk was founded in 1998 and is headquartered in Jakarta, Indonesia.",Jakarta,Equity Tower,11th Floor Sudirman Central Business Dist. Lot. 9 Jl. Jenderal Sudirman Kav. 52-53,https://www.minnapadi.com,62 21 525 5555,62 21 527 1527
YPAS.JK,Yanaprima Hastapersada Tbk,PT Yanaprima Hastapersada Tbk,Consumer Cyclical,16.0,Packaging & Containers,"PT Yanaprima Hastapersada Tbk manufactures and exports polypropylene (PP) and polyethylene woven bags in Indonesia, rest of Asia, and internationally. The company operates through Plastic Bags, Cement Bags, Roll Sheet and Sandwich Sheet, and Others segments. It provides cement bags, block-bottom bags, laminated woven bags, resin bags, and PP woven fabrics for packing semi-finished products. The company was founded in 1995 and is headquartered in Jakarta Selatan, Indonesia. PT Yanaprima Hastapersada Tbk is a subsidiary of PT Hastagraha Bumipersada.",Jakarta Selatan,Gedung Graha Irama,"Lantai 2-E Jl. HR. Rasuna Said Blok X-1 Kav 1-2, Kuningan Timur",https://www.yanaprima.com,62 21 526 1172,
GEMA.JK,Gema Grahasarana Tbk.,PT Gema Grahasarana Tbk,Consumer Cyclical,609.0,"Furnishings, Fixtures & Appliances","PT Gema Grahasarana Tbk operates as an interior contractor and furniture manufacturer in Indonesia and internationally. The company operates through Interior, Furniture and Mechanical Electrical; Laminate; Furniture and Supplies; and Interior and Furniture Component Distribution segments. It offers interior fit-outs, furniture and panel manufacturing, mechanical and electrical installation, maintenance, and logistics. The company also manufactures and sells customized, modular, home and office, and hospitality furniture. In addition, it provides mechanical, electrical, data, and voice installation services. Further, the company is involved in trading laminated material interior and furniture; house, and office furniture and equipment; and interior and furniture components. It serves banking and financial, mining and energy, retail and hospitality, and multinational company and other sectors. The company was founded in 1984 and is headquartered in Tangerang, Indonesia. PT Gema Grahasarana Tbk is a subsidiary of PT Virucci Indogriya Sarana.",Tangerang,SOUTH78,"9th –11th Floor Jl. Boulevard Gading Serpong Blok O No. 7 & 8, Gading Serpong",https://ggs-interior.vivere.co.id,62 21 5098 6988,
EMDE.JK,Megapolitan Developments Tbk.,PT Megapolitan Developments Tbk,Real Estate,110.0,Real Estate Services,"PT Megapolitan Developments Tbk operates as a property development company in Indonesia. The company engages in the development of shopping centers, housing projects, commercial shop houses, and shopping and business centers, as well as residential areas and apartments. It is also involved in renting properties and sale of land. The company was formerly known as PT Megapolitan Developments Corporation and changed its name to PT Megapolitan Developments Tbk in 2010. PT Megapolitan Developments Tbk was founded in 1976 and is headquartered in Jakarta, Indonesia. PT Megapolitan Developments Tbk is a subsidiary of PT. Cosmopolitan Persada Developments.",Jakarta,The Bellagio Residence & Mall,Jl.Kawasan Mega Kuningan Barat Kav.E4 No. 3 Kuningan Timur Setiabudi,https://www.megapolitan-group.com,62 21 3001 9938,62 21 3001 9939
ALTO.JK,Tri Banyan Tirta Tbk.,PT Tri Banyan Tirta Tbk,Consumer Defensive,229.0,Beverages—Non-Alcoholic,"PT Tri Banyan Tirta Tbk engages in the manufacture and sale of bottled mineral and flavored water under the Alto and Total brand names in Indonesia. It also sells alkaline water products under the Total 8- + brand name. In addition, the company operates as an original equipment manufacturer of bottled VIT products. It serves plastic packaging, food, beverages, and canning/bottling, soft drink, and drinking and mineral water industries. The company was incorporated in 1997 and is headquartered in Sukabumi, Indonesia. PT Tri Banyan Tirta Tbk is a subsidiary of PT Fikasa Bintang Cemerlang.",Sukabumi,Kampung Pasir Dalem,"RT. RW: 002/002, Babakan Pari Cidahu District",https://www.altospringswater.com,62 26 673 5813,62 26 673 1319
GDYR.JK,Goodyear Indonesia Tbk.,PT Goodyear Indonesia Tbk,Consumer Cyclical,846.0,Auto Parts,"PT Goodyear Indonesia Tbk manufactures, imports, exports, and distributes tires, inner tubes, flaps, and other rubber derivative products for automobiles, and airplanes and related components. As of December 31, 2021, it collaborates with approximately 62 Autocare outlets in Indonesia. The company was formerly known as NV The Goodyear Tire & Rubber Company Limited and changed its name to PT Goodyear Indonesia Tbk in July 1978. The company was founded in 1917 and is headquartered in Bogor, Indonesia. PT Goodyear Indonesia Tbk is a subsidiary of The Goodyear Tire & Rubber Company.",Bogor,"JL. Pemuda, No. 27","Tanah Sareal, RT.01/RW.07 Kb. Pedes Kec. Tanah Sareal",https://www.goodyear-indonesia.com,62 25 1832 2071,62 25 1832 8088
KOBX.JK,Kobexindo Tractors Tbk.,PT Kobexindo Tractors Tbk,Industrials,,Farm & Heavy Construction Machinery,"PT Kobexindo Tractors Tbk, together with its subsidiaries, engages in the distribution and servicing of heavy equipment in Indonesia. The company operates through Heavy Equipment, Spare Parts, Repair Services and Mining Contracting, and Building and Heavy Equipment Rental segments. It offers excavators, hydraulic breakers, articulated dump trucks, rigid dump trucks, heavy duty on and off-road trucks, and wheel loaders; diesel-powered forklifts; diesel and electric forklifts, hand pallets, hand stackers, racks, and sweeping and scrubber machines; and after sales services, as well as supplies spare parts. The company also provides maintenance and rental services for heavy equipment; and engages in the rental of office building. It markets and distributes heavy equipment for mining, agriculture and plantation, construction, and forestry industries; and serves warehousing and logistics business, and manufactures. The company was founded in 2002 and is headquartered in North Jakarta, Indonesia. PT Kobexindo Tractors Tbk is a subsidiary of PT Kobexindo Investama.",Jakarta Utara,Kobexindo Tower,Jalan Pasir Putih Raya Blok E-5-D Ancol Pademangan,https://www.kobexindo.com,62 21 6470 0800,62 21 6470 0900
PYFA.JK,Pyridam Farma Tbk,PT Pyridam Farma Tbk,Healthcare,960.0,Drug Manufacturers—Specialty & Generic,"PT Pyridam Farma Tbk develops, produces, and sells pharmaceuticals, antibiotics, vitamins, supplements, and traditional herbal care products in Indonesia. The company operates in two segments, Pharmaceutical Products and Toll Manufacturing Services; and Medical Device Products. It offers medical instruments and equipment, including clinical waste, collection swab, collection tube, innerbox DCA, KF94 mask, parafilm, PCR  extraction kit and extractor machine, speciment bag, sterile container, and tube stopper. The company also provides skin care products comprising Arosa gel, A-Stark Gel, Hymen gel, Pyderen Emulsion, Tonic Bust Emulsion, Calmosan Cream, and Di-Herb gel; products in the areas of alimentary t. and metabolism, blood and blood forming organs, cardiovascular system, dermatologicals, G.U. system and sex hormones, systemic corticosteroids, systemic antibacterial, sensory organs, as well as musculo-skeletal, nervous, and respiratory systems; and supplements and other preventive consumer health products with energy drinks and healthy ready-to-drink products. In addition, it engages in the research and development on biotechnology, life, and medical science. The company was founded in 1976 and is headquartered in Jakarta, Indonesia.",Jakarta,Sinarmas MSIG Tower,"12th Floor Jl. Jend. Sudirman No.Kav. 21 RT.10/RW.01,Kuningan, Karet, Kecamatan S",https://www.pyfa.co.id,62 21 5099 1067,
MITI.JK,Mitra Investindo Tbk.,PT Mitra Investindo Tbk,Industrials,13.0,Marine Shipping,"PT Mitra Investindo Tbk engages in the exploration and production of crude petroleum and gas in Indonesia. It also provides vessel chartering, ship management, and shipping agency services. The company was formerly known as PT Siwani Trimitra Tbk and changed its name to PT Mitra Investindo Tbk in March 2006. PT Mitra Investindo Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",Jakarta,Jalan Menteng Raya No.72,"RT.4/ RW.9, Dukuh Atas Kebon Sirih, Menteng District Central Jakarta City",https://www.mitra-investindo.com,62 21 2907 9558,
REAL.JK,Repower Asia Indonesia Tbk.,PT Repower Asia Indonesia Tbk,Real Estate,6.0,Real Estate—Development,"PT Repower Asia Indonesia Tbk engages in the real estate property business in Indonesia. The company purchases, sells, leases, and operates real estate properties, such as apartment buildings, residential buildings, exhibition grounds, personal storage facilities, malls, shopping centers, and others. The company was founded in 2011 and is headquartered in South Jakarta, Indonesia.",South Jakarta,Graha Repower Asia building,Jalan Warung Buncit Raya No. 65,https://repowerasiaindonesia.com,62 21 2503 3198,62 21 2503 3399
PNSE.JK,Pudjiadi & Sons Tbk.,PT Pudjiadi and Sons Tbk,Consumer Cyclical,1025.0,Resorts & Casinos,"PT Pudjiadi and Sons Tbk operates hotels and hotel facilities in Indonesia. Its facilities include accommodation, offices, shopping complexes, apartments, recreational facilities, and entertainment facilities. The company is also involved in the property management and catering businesses. It operates hotels in Jakarta, Bandung, Anyer, Cisarua, Bali, Lombok, Yogyakarta, and Flores. The company was incorporated in 1970 and is based in Jakarta, Indonesia. PT Pudjiadi and Sons Tbk is a subsidiary of PT Istana Kuta Ratu Prestige.",Jakarta,Hotel The Jayakarta S.P.,Jl. Hayam Wuruk No. 126 Lantai 21,https://www.pudjiadiandsons.co.id,62 21 659 3626,62 21 639 9573
WICO.JK,Wicaksana Overseas Internationa,Pt Wicaksana Overseas International Tbk,Consumer Defensive,604.0,Food Distribution,"Pt Wicaksana Overseas International Tbk engages in the distribution and trading of food, beverage, and other products in Indonesia. The company operates through two segments, Distribution and Trading Centre. It offers snacks, beverages, milk powder, instant noodles, personal care products, cosmetics, medicines, household products, cooking oil, and plastic and electrical materials, as well as over the counter and consumer health products, and medical devices. The company also provides patient, commercial, regulatory support, and distribution services. It operates through a network of 33 distribution centers. The company was founded in 1973 and is headquartered in Jakarta Utara, Indonesia. Pt Wicaksana Overseas International Tbk is a subsidiary of DKSH Holding AG.",Jakarta Utara,Jalan Ancol Barat VII,Blok A5D No. 2,https://www.wicaksana.co.id,62 21 692 7293,62 21 692 7766
SCNP.JK,Selaras Citra Nusantara Perkasa,PT Selaras Citra Nusantara Perkasa Tbk,Technology,162.0,Consumer Electronics,"PT Selaras Citra Nusantara Perkasa Tbk produces and sells household appliance products and medical devices in Indonesia. It offers blenders, electric irons, gas stoves, electric fans, and air purifiers, as well as UVC sterilizer cabinets. The company is headquartered in Bogor, Indonesia. PT Selaras Citra Nusantar Perkasa Tbk is a subsidiary of PT Sena Dwimakmur.",Bogor,Dusun Pasir Angin RT. 003 RW. 004,Pasir Angin Raya Narogong Km. 19 Cileungsi,https://www.scnp.co.id,62 21 823 3320,62 21 823 0232
MDKI.JK,Emdeki Utama Tbk.,PT Emdeki Utama Tbk,Basic Materials,228.0,Specialty Chemicals,"PT Emdeki Utama Tbk produces and sells calcium carbide in Indonesia. The company also produces air conditioners and refrigerators. It exports calcium carbide to Japan, the United States, India, and other countries. The company was founded in 1981 and is headquartered in Gresik, Indonesia. PT Emdeki Utama Tbk is a subsidiary of PT Emde Industri Investama.",Gresik,Jl. Raya Krikilan No. 294,"RT 011/002, Krikilan Driyorejo",https://www.emdeki.co.id,62 31 750 7001,62 31 750 7234
BSML.JK,Bintang Samudera Mandiri Lines ,PT Bintang Samudera Mandiri Lines Tbk,Industrials,13.0,Marine Shipping,"PT Bintang Samudera Mandiri Lines Tbk provides sea transportation and logistics services in Indonesia. It transports mining commodities, such as coal and nickel; infrastructure goods, including cement, sand, pipes, and construction equipment; and fertilizers and clinkers. The company offers shipping agency; bunkering; loading and unloading; and refueling services, as well as ramp door and trestle rental services. It also provides transportation facilities for picking up and loading cargo on barges; charter ship operation services for the delivery of cargo for mining goods and others; marine ship operation management services; and logistics services for vessels and sea loading activities. It operates 8 units of tugboats and 7 units of barges. The company was founded in 2012 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,Rasuna Office Park No. DO-03,Jl. Taman Rasuna Timur Kecamatan Menteng Atas Kelurahan Setiabudi,https://bsmlines.com,62 21 2232 3392,
ASRM.JK,Asuransi Ramayana Tbk.,PT Asuransi Ramayana Tbk,Financial Services,1085.0,Insurance—Property & Casualty,"PT Asuransi Ramayana Tbk, together with its subsidiaries, operates as a general insurance company in Indonesia. The company operates through two segments, General Insurance and Rental of Office Buildings. It offers fire, marine cargo, motor vehicle, property, health, money, personal accident, liability, freight, ship frame, marine hull, aviation, engineering, bond, and miscellaneous insurance products. The company also engages in office building and car rental activities. PT Asuransi Ramayana Tbk was founded in 1956 and is headquartered in Jakarta, Indonesia.",Jakarta,Jalan Kebon Sirih No. 49,,https://www.ramayanainsurance.com,62 21 3193 7148,62 21 3193 4825
TAXI.JK,Express Transindo Utama Tbk.,PT Express Transindo Utama Tbk,Industrials,24.0,Railroads,"PT Express Transindo Utama Tbk, together with its subsidiaries, provides land transportation services in Indonesia. The company offers regular taxi services under the Express Taxi Regular and Eagle Taxi brand name; premium taxi services under the Tiara Express brand; and value added transportation business services, including limousine rental services under the Limousine Express brand name and bus rental services under the Eagle High brand name. It operates a fleet of approximately 8,000 licensed taxis in the Greater Jakarta area, as well as in other cities, such as Medan, Surabaya, Semarang, Bandung, Bali, and Lombok. The company was founded in 1981 and is headquartered in West Jakarta, Indonesia. PT Express Transindo Utama Tbk is a subsidiary of PT Rajawali Corpora.",Jakarta Barat,Jl. Sukarjo Wiryopranoto No. 11 Maphar,Taman Sari,https://expressgroup.co.id,62 21 2650 7000,62 21 2650 7001
GAMA.JK,Aksara Global Development Tbk.,PT Aksara Global Development Tbk,Real Estate,26.0,Real Estate—Development,"PT Aksara Global Development Tbk develops real estate properties in Indonesia. It operates through Apartments and Houses segments. The company's property portfolio includes land, apartments, shop houses, houses, and other properties. It also constructs buildings, bridges, roads, docks, housing buildings, schools, recreational parks, market or modern markets, hospitals, and other buildings; and offers consultation service in the areas of business and management, property, architecture, landscape, design and interior, civil, property agent, and others. In addition, the company is involved in export and import, and wholesale trading activities; and the manufacture of building materials and construction tools. It serves middle-class income families in second-tier cities and urban areas. The company was formerly known as PT Gading Development Tbk and changed its name to PT Aksara Global Development Tbk in September 2018. The company was founded in 2003 and is headquartered in South Jakarta, Indonesia.",Tangerang Selatan,Jln. Otista Raya No. 23,RT 003 RW 011 Ciputat,https://www.agd.co.id,62 21 2933 3521,62 21 2933 3520
INOV.JK,Inocycle Technology Group Tbk.,PT Inocycle Technology Group Tbk,Industrials,210.0,Waste Management,"PT Inocycle Technology Group Tbk engages in the production and sale of recycle polyester staple fiber in Indonesia, the United States, Japan, the Philippines, India, Saudi Arabia, Morocco, Germany, Spain, Italy, and Australia. The company provides hollow conjugated, solid, and special function fiber; and geotextile non-woven products, including padding, needle punching, and high density padding for use in various industries, such as mining, construction, agriculture, manufacturing, and infrastructure. It also produces homeware products comprising mattresses, pillows, bolsters, blankets, carpets, mattress protectors, and bed cover sets. The company was formerly known as PT Hilon Felt and changed its name to PT Inocycle Technology Group Tbk in 2019. The company was founded in 2001 and is headquartered in Tangerang, Indonesia. PT Inocycle Technology Group Tbk is a subsidiary of PT Hilon Indonesia.",Tangerang,Kawasan Industri Pasar Kemis,Jl. Putera Utama No. 10 Desa Suka Asih Kec. Pasar Kemis,https://www.inocycle.com,62 21 590 9626,62 21 590 3310
SWAT.JK,Sriwahana Adityakarta Tbk.,PT Sriwahana Adityakarta Tbk,Consumer Cyclical,313.0,Packaging & Containers,"PT Sriwahana Adityakarta Tbk manufactures and sells corrugated carton packaging solutions. It offers corrugated carton for use in transport, consumer, non-direct contact food, and non-food packaging applications; paper cones; and paper tubes. The company was founded in 1990 and is headquartered in Boyolali, Indonesia. PT Sriwahana Adityakarta Tbk is a subsidiary of PT Sumber Makmur Lumintu.",Boyolali,Jl. Raya Solo - Yogya KM. 16,Bendosari Sawit,https://www.sriwahana.id,62 71 768 7170,62 71 768 7178
HDIT.JK,Hensel Davest Indonesia Tbk.,PT Hensel Davest Indonesia Tbk,Technology,10.0,Software—Infrastructure,"PT Hensel Davest Indonesia Tbk engages in the financial technology and electronic trading business in Indonesia. It offers application for digital product purchase, billing payment, ticket reservation, and store payment under the DavestPay brand. The company also provides artificial intelligence as a service in e-commerce platforms for business owners; and DoeKu, a platform that lends money in peer-to-peer lending market. In addition, it engages in information, communication, finance consulting, insurance, trading, and consulting businesses, as well as offers payment gateway and switching services. PT Hensel Davest Indonesia Tbk was founded in 2013 and is based in Makassar, Indonesia.",Makassar,Gedung Graha Pena Lt 17 Kav. 1701,Jl Urip Sumoharjo No. 20,https://www.hdi.co.id,62 41 143 9012,
POLA.JK,Pool Advista Finance Tbk.,PT Pool Advista Finance Tbk,Financial Services,19.0,Credit Services,"PT Pool Advista Finance Tbk operates as a financing company in Indonesia. It offers investment, working capital, multipurpose, and sharia financing. The company was formerly known as PT Indojasa Pratama Finance and changed its name to PT Pool Advista Finance Tbk in November 2017. The company was founded in 2001 and is headquartered in Jakarta Selatan, Indonesia. PT Pool Advista Finance Tbk is a subsidiary of PT Pool Advista Indonesia Tbk.",Jakarta Selatan,Jl. Letjen Soepono Blok CC6 No. 9-10,Arteri Permata Hijau,https://paf.co.id,62 21 8062 6300,62 21 295 10202
GOLD.JK,Visi Telekomunikasi Infrastrukt,PT Visi Telekomunikasi Infrastruktur Tbk,Communication Services,31.0,Telecom Services,"PT Visi Telekomunikasi Infrastruktur Tbk provides telecommunication infrastructure services in Indonesia. It offers telecommunication support services. The company was formerly known as PT Golden Retailindo Tbk and changed its name to PT Visi Telekomunikasi Infrastruktur Tbk in August 2016. PT Visi Telekomunikasi Infrastruktur Tbk was founded in 1995 and is headquartered in Jakarta Selatan, Indonesia. PT Visi Telekomunikasi Infrastruktur Tbk is a subsidiary of PT Tower Bersama Infrastructure Tbk.",Jakarta Selatan,Mutiara Building,2nd Floor Jl. Mampang Prapatan No.10,https://www.ptvti.co.id,62 21 797 5207,62 21 797 5208
NICK.JK,Charnic Capital Tbk.,PT Charnic Capital Tbk,Real Estate,8.0,Real Estate Services,"PT Charnic Capital Tbk, an investment holding company, engages in the property business in Indonesia. The company offers office building management and rental services; and invests in shares of public and non-public companies. The company was founded in 2007 and is headquartered in Jakarta, Indonesia. PT Charnic Capital Tbk is a subsidiary of Pt Indovest Central.",Jakarta,Menara Sudirman,8th Floor Jl. Jend. Sudirman Kav. 60,https://www.charnic.com,62 21 522 6488,62 21 522 6518
ANDI.JK,Andira Agro Tbk.,"PT. Andira Agro, Tbk",Consumer Defensive,149.0,Farm Products,"PT Andira Agro Tbk owns, operates, and manages a crude palm oil mill and oil plantations in Indonesia. It is involved in cultivating and harvesting fresh fruit bunches (FFB) from palm trees, as well as extracting and refining crude palm oil and palm kernel from FFB. The company was incorporated in 1995 and is headquartered in East Jakarta, Indonesia.",East Jakarta,Meta Epsi Building,Jl. Mayjen D.I. Panjaitan Kav. 2,https://www.andiraagro.com,62 21 856 4955,62 21 856 4956
KJEN.JK,Krida Jaringan Nusantara Tbk.,PT Krida Jaringan Nusantara Tbk,Industrials,14.0,Integrated Freight & Logistics,"PT Krida Jaringan Nusantara Tbk provides courier services in Indonesia and internationally. It also offers freight forwarding and delivery services, and packages and movers services. The company was founded in 1998 and is headquartered in Jakarta Pusat, Indonesia. PT Krida Jaringan Nusantara Tbk is a subsidiary of PT Grafindo Karya Nusantara.",Jakarta Pusat,Jalan Kramat VI No. 2. RT.1/RW.1,,https://www.kjn.id,62 21 3190 1010,62 21 3190 1331
AKSI.JK,Maming Enam Sembilan Mineral Tb,PT Maming Enam Sembilan Mineral Tbk,Industrials,267.0,Rental & Leasing Services,"PT Mineral Sumberdaya Mandiri Tbk, through its subsidiary, PT Rezki Batulicin Transport, engages in the land transportation business in Indonesia. It offers coal transportation services. The company is also involved in the rental of vehicles and trading business. It has 6 scania units, 59 dump truck units, 2 water tank units, and 20 units of Volvo double trailers. The company was formerly known as PT Maming Enam Sembilan Mineral Tbk. PT Mineral Sumberdaya Mandiri Tbk was founded in 1990 and is based in Jakarta Selatan, Indonesia. PT Mineral Sumberdaya Mandiri Tbk is a subsidiary of PT Batulicin Enam Sembilan Transportasi.",Jakarta Selatan,District 8 Treasury Tower Level 52,"Jl. Jendral Sudirman Kav.52-53 lot 28, Senayan Kebayoran Baru",https://www.mesmineral.co.id,62 21 5010 5769,32 21 5010 1069
MAGP.JK,Multi Agro Gemilang Plantation ,PT Multi Agro Gemilang Plantation Tbk,Consumer Defensive,220.0,Farm Products,"PT Multi Agro Gemilang Plantation Tbk, together with its subsidiaries, engages in the oil palm plantation business in Indonesia. The company was incorporated in 2005 and is headquartered in Jakarta, Indonesia. PT Multi Agro Gemilang Plantation Tbk is a subsidiary of PT Santika Griya Persada.",Jakarta,Panin Bank Tower,Level 2 Jalan Jenderal Sudirman Kav.1,https://www.mag-plantation.co.id,62 21 720 5503,62 21 725 1488
CNKO.JK,Exploitasi Energi Indonesia Tbk,PT Exploitasi Energi Indonesia Tbk,Energy,84.0,Thermal Coal,"PT Exploitasi Energi Indonesia Tbk operates as an integrated coal-based energy company in Indonesia. It operates through Coal Trading and Steam Power Plant segments. The company produces and supplies coal; and operates steam power plants in Pangkalan Bun and Kalimantan Tengah. It also engages in shipping services. The company was formerly known as PT Central Korporindo International and changed its name to PT Exploitasi Energi Indonesia Tbk in 2010. The company was founded in 1999 and is headquartered in Jakarta, Indonesia. PT Exploitasi Energi Indonesia Tbk is a subsidiary of PT Saibatama Internasional Mandiri.",Jakarta,Sinarmas MSIG Tower,"9th Floor Jl. Jendral Sudirman, Kav. 21 Karet - Setiabudi",https://www.energigroupindonesia.com,62 21 8051 1130,62 21 8051 1135
HAIS.JK,Hasnur Internasional Shipping T,PT Hasnur Internasional Shipping Tbk,Industrials,82.0,Marine Shipping,"PT Hasnur Internasional Shipping Tbk offers river and sea commodity shipping transportation and logistics services in Indonesia. It operates through two segments, Shipping and Loading Unloading. PT Hasnur Internasional Shipping Tbk was founded in 2009 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Office 8 Lt 7,SCBD Lot 28 Jl. Jend. Sudirman Kav 52-53,https://www.pthis.id,62 21 2934 3888,62 21 2934 3777
KDSI.JK,Kedawung Setia Industrial Tbk.,PT Kedawung Setia Industrial Tbk,Consumer Cyclical,1528.0,Packaging & Containers,"PT Kedawung Setia Industrial Tbk manufactures and sells enamel products in Indonesia and internationally. The company offers enamel houseware, corrugated carton boxes, egg tray boxes, and other products. It also exports its products. The company was founded in 1965 and is headquartered in Surabaya, Indonesia. PT Kedawung Setia Industrial Tbk is a subsidiary of PT Kitasubur Utama.",Surabaya,Jalan Mastrip No. 862,Warugunung Karangpilang,https://www.kedawungsetia.com,62 31 766 1971,62 31 766 1981
IGAR.JK,Champion Pacific Indonesia Tbk.,PT Champion Pacific Indonesia Tbk,Consumer Cyclical,556.0,Packaging & Containers,"PT Champion Pacific Indonesia Tbk, together with its subsidiaries, engages in manufacture, supply, and sale of flexible packaging products in Indonesia. It offers various plastic products for the pharmaceutical, food, cosmetics, agrochemical, and other industries. The company was formerly known as PT Kageo Igar Jaya Tbk and changed its name to PT Champion Pacific Indonesia Tbk in October 2010. The company was founded in 1975 and is headquartered in Bekasi, Indonesia. PT Champion Pacific Indonesia Tbk is a subsidiary of PT Kingsford Holdings.",Bekasi,Jl. Raya Sultan Agung Km. 28.5,Kota Baru Kotamadya,https://www.champion.co.id,62 21 884 0040,62 21 884 0040
